date,time,tempC,location,probe_type,fire_id
2017-07-12,10:46:45,51.85,0cm,old,9
2017-07-12,10:46:46,51.85,0cm,old,9
2017-07-12,10:46:47,51.85,0cm,old,9
2017-07-12,10:46:48,51.85,0cm,old,9
2017-07-12,10:46:49,51.85,0cm,old,9
2017-07-12,10:46:50,51.85,0cm,old,9
2017-07-12,10:46:51,51.85,0cm,old,9
2017-07-12,10:46:52,51.85,0cm,old,9
2017-07-12,10:46:53,51.85,0cm,old,9
2017-07-12,10:46:54,51.85,0cm,old,9
2017-07-12,10:46:55,51.85,0cm,old,9
2017-07-12,10:46:56,51.85,0cm,old,9
2017-07-12,10:46:57,51.85,0cm,old,9
2017-07-12,10:46:58,51.85,0cm,old,9
2017-07-12,10:46:59,51.85,0cm,old,9
2017-07-12,10:47:00,51.85,0cm,old,9
2017-07-12,10:47:01,51.85,0cm,old,9
2017-07-12,10:47:02,51.85,0cm,old,9
2017-07-12,10:47:03,51.85,0cm,old,9
2017-07-12,10:47:04,51.85,0cm,old,9
2017-07-12,10:47:05,51.53,0cm,old,9
2017-07-12,10:47:06,51.53,0cm,old,9
2017-07-12,10:47:07,51.53,0cm,old,9
2017-07-12,10:47:08,51.85,0cm,old,9
2017-07-12,10:47:09,51.85,0cm,old,9
2017-07-12,10:47:10,51.85,0cm,old,9
2017-07-12,10:47:11,51.53,0cm,old,9
2017-07-12,10:47:12,51.85,0cm,old,9
2017-07-12,10:47:13,51.53,0cm,old,9
2017-07-12,10:47:14,51.53,0cm,old,9
2017-07-12,10:47:15,51.53,0cm,old,9
2017-07-12,10:47:16,51.53,0cm,old,9
2017-07-12,10:47:17,51.53,0cm,old,9
2017-07-12,10:47:18,51.53,0cm,old,9
2017-07-12,10:47:19,51.53,0cm,old,9
2017-07-12,10:47:20,51.53,0cm,old,9
2017-07-12,10:47:21,51.53,0cm,old,9
2017-07-12,10:47:22,51.53,0cm,old,9
2017-07-12,10:47:23,51.53,0cm,old,9
2017-07-12,10:47:24,51.53,0cm,old,9
2017-07-12,10:47:25,51.53,0cm,old,9
2017-07-12,10:47:26,51.53,0cm,old,9
2017-07-12,10:47:27,51.53,0cm,old,9
2017-07-12,10:47:28,51.53,0cm,old,9
2017-07-12,10:47:29,51.53,0cm,old,9
2017-07-12,10:47:30,51.53,0cm,old,9
2017-07-12,10:47:31,51.53,0cm,old,9
2017-07-12,10:47:32,51.53,0cm,old,9
2017-07-12,10:47:33,51.53,0cm,old,9
2017-07-12,10:47:34,51.53,0cm,old,9
2017-07-12,10:47:35,51.53,0cm,old,9
2017-07-12,10:47:36,51.53,0cm,old,9
2017-07-12,10:47:37,51.53,0cm,old,9
2017-07-12,10:47:38,51.2,0cm,old,9
2017-07-12,10:47:39,51.53,0cm,old,9
2017-07-12,10:47:40,51.53,0cm,old,9
2017-07-12,10:47:41,51.53,0cm,old,9
2017-07-12,10:47:42,51.2,0cm,old,9
2017-07-12,10:47:43,51.2,0cm,old,9
2017-07-12,10:47:44,51.2,0cm,old,9
2017-07-12,10:47:45,51.2,0cm,old,9
2017-07-12,10:47:46,51.53,0cm,old,9
2017-07-12,10:47:47,51.2,0cm,old,9
2017-07-12,10:47:48,51.2,0cm,old,9
2017-07-12,10:47:49,51.2,0cm,old,9
2017-07-12,10:47:50,51.2,0cm,old,9
2017-07-12,10:47:51,51.2,0cm,old,9
2017-07-12,10:47:52,51.2,0cm,old,9
2017-07-12,10:47:53,51.2,0cm,old,9
2017-07-12,10:47:54,51.2,0cm,old,9
2017-07-12,10:47:55,51.2,0cm,old,9
2017-07-12,10:47:56,51.2,0cm,old,9
2017-07-12,10:47:57,51.2,0cm,old,9
2017-07-12,10:47:58,51.2,0cm,old,9
2017-07-12,10:47:59,51.2,0cm,old,9
2017-07-12,10:48:00,51.2,0cm,old,9
2017-07-12,10:48:01,51.2,0cm,old,9
2017-07-12,10:48:02,51.2,0cm,old,9
2017-07-12,10:48:03,51.2,0cm,old,9
2017-07-12,10:48:04,51.2,0cm,old,9
2017-07-12,10:48:05,51.2,0cm,old,9
2017-07-12,10:48:06,51.2,0cm,old,9
2017-07-12,10:48:07,51.2,0cm,old,9
2017-07-12,10:48:08,51.2,0cm,old,9
2017-07-12,10:48:09,51.2,0cm,old,9
2017-07-12,10:48:10,51.2,0cm,old,9
2017-07-12,10:48:11,50.87,0cm,old,9
2017-07-12,10:48:12,51.2,0cm,old,9
2017-07-12,10:48:13,51.2,0cm,old,9
2017-07-12,10:48:14,50.87,0cm,old,9
2017-07-12,10:48:15,50.87,0cm,old,9
2017-07-12,10:48:16,51.2,0cm,old,9
2017-07-12,10:48:17,51.2,0cm,old,9
2017-07-12,10:48:18,51.2,0cm,old,9
2017-07-12,10:48:19,51.2,0cm,old,9
2017-07-12,10:48:20,50.87,0cm,old,9
2017-07-12,10:48:21,50.87,0cm,old,9
2017-07-12,10:48:22,51.2,0cm,old,9
2017-07-12,10:48:23,51.2,0cm,old,9
2017-07-12,10:48:24,50.87,0cm,old,9
2017-07-12,10:48:25,50.87,0cm,old,9
2017-07-12,10:48:26,51.2,0cm,old,9
2017-07-12,10:48:27,50.87,0cm,old,9
2017-07-12,10:48:28,50.87,0cm,old,9
2017-07-12,10:48:29,51.2,0cm,old,9
2017-07-12,10:48:30,50.87,0cm,old,9
2017-07-12,10:48:31,50.87,0cm,old,9
2017-07-12,10:48:32,50.87,0cm,old,9
2017-07-12,10:48:33,50.87,0cm,old,9
2017-07-12,10:48:34,50.87,0cm,old,9
2017-07-12,10:48:35,50.87,0cm,old,9
2017-07-12,10:48:36,50.87,0cm,old,9
2017-07-12,10:48:37,50.87,0cm,old,9
2017-07-12,10:48:38,50.87,0cm,old,9
2017-07-12,10:48:39,50.87,0cm,old,9
2017-07-12,10:48:40,50.87,0cm,old,9
2017-07-12,10:48:41,50.87,0cm,old,9
2017-07-12,10:48:42,50.87,0cm,old,9
2017-07-12,10:48:43,50.87,0cm,old,9
2017-07-12,10:48:44,50.87,0cm,old,9
2017-07-12,10:48:45,50.87,0cm,old,9
2017-07-12,10:48:46,50.87,0cm,old,9
2017-07-12,10:48:47,50.87,0cm,old,9
2017-07-12,10:48:48,50.87,0cm,old,9
2017-07-12,10:48:49,50.87,0cm,old,9
2017-07-12,10:48:50,50.87,0cm,old,9
2017-07-12,10:48:51,50.87,0cm,old,9
2017-07-12,10:48:52,50.87,0cm,old,9
2017-07-12,10:48:53,50.87,0cm,old,9
2017-07-12,10:48:54,50.87,0cm,old,9
2017-07-12,10:48:55,50.87,0cm,old,9
2017-07-12,10:48:56,50.87,0cm,old,9
2017-07-12,10:48:57,50.87,0cm,old,9
2017-07-12,10:48:58,50.87,0cm,old,9
2017-07-12,10:48:59,50.87,0cm,old,9
2017-07-12,10:49:00,50.54,0cm,old,9
2017-07-12,10:49:01,50.54,0cm,old,9
2017-07-12,10:49:02,50.54,0cm,old,9
2017-07-12,10:49:03,50.54,0cm,old,9
2017-07-12,10:49:04,50.54,0cm,old,9
2017-07-12,10:49:05,50.54,0cm,old,9
2017-07-12,10:49:06,50.54,0cm,old,9
2017-07-12,10:49:07,50.54,0cm,old,9
2017-07-12,10:49:08,50.54,0cm,old,9
2017-07-12,10:49:09,50.54,0cm,old,9
2017-07-12,10:49:10,50.54,0cm,old,9
2017-07-12,10:49:11,50.54,0cm,old,9
2017-07-12,10:49:12,50.54,0cm,old,9
2017-07-12,10:49:13,50.54,0cm,old,9
2017-07-12,10:49:14,50.54,0cm,old,9
2017-07-12,10:49:15,50.54,0cm,old,9
2017-07-12,10:49:16,50.54,0cm,old,9
2017-07-12,10:49:17,50.54,0cm,old,9
2017-07-12,10:49:18,50.54,0cm,old,9
2017-07-12,10:49:19,50.54,0cm,old,9
2017-07-12,10:49:20,50.54,0cm,old,9
2017-07-12,10:49:21,50.54,0cm,old,9
2017-07-12,10:49:22,50.54,0cm,old,9
2017-07-12,10:49:23,50.54,0cm,old,9
2017-07-12,10:49:24,50.54,0cm,old,9
2017-07-12,10:49:25,50.54,0cm,old,9
2017-07-12,10:49:26,50.54,0cm,old,9
2017-07-12,10:49:27,50.54,0cm,old,9
2017-07-12,10:49:28,50.54,0cm,old,9
2017-07-12,10:49:29,50.54,0cm,old,9
2017-07-12,10:49:30,50.54,0cm,old,9
2017-07-12,10:49:31,50.54,0cm,old,9
2017-07-12,10:49:32,50.54,0cm,old,9
2017-07-12,10:49:33,50.54,0cm,old,9
2017-07-12,10:49:34,50.54,0cm,old,9
2017-07-12,10:49:35,50.21,0cm,old,9
2017-07-12,10:49:36,50.21,0cm,old,9
2017-07-12,10:49:37,50.54,0cm,old,9
2017-07-12,10:49:38,50.54,0cm,old,9
2017-07-12,10:49:39,50.21,0cm,old,9
2017-07-12,10:49:40,50.21,0cm,old,9
2017-07-12,10:49:41,50.21,0cm,old,9
2017-07-12,10:49:42,50.21,0cm,old,9
2017-07-12,10:49:43,50.21,0cm,old,9
2017-07-12,10:49:44,50.21,0cm,old,9
2017-07-12,10:49:45,50.21,0cm,old,9
2017-07-12,10:49:46,50.21,0cm,old,9
2017-07-12,10:49:47,50.21,0cm,old,9
2017-07-12,10:49:48,50.21,0cm,old,9
2017-07-12,10:49:49,50.21,0cm,old,9
2017-07-12,10:49:50,50.21,0cm,old,9
2017-07-12,10:49:51,50.21,0cm,old,9
2017-07-12,10:49:52,50.21,0cm,old,9
2017-07-12,10:49:53,50.21,0cm,old,9
2017-07-12,10:49:54,50.21,0cm,old,9
2017-07-12,10:49:55,50.21,0cm,old,9
2017-07-12,10:49:56,50.21,0cm,old,9
2017-07-12,10:49:57,50.21,0cm,old,9
2017-07-12,10:49:58,50.21,0cm,old,9
2017-07-12,10:49:59,50.21,0cm,old,9
2017-07-12,10:50:00,50.21,0cm,old,9
2017-07-12,10:50:01,50.21,0cm,old,9
2017-07-12,10:50:02,50.21,0cm,old,9
2017-07-12,10:50:03,50.21,0cm,old,9
2017-07-12,10:50:04,50.21,0cm,old,9
2017-07-12,10:50:05,50.21,0cm,old,9
2017-07-12,10:50:06,50.21,0cm,old,9
2017-07-12,10:50:07,50.21,0cm,old,9
2017-07-12,10:50:08,50.21,0cm,old,9
2017-07-12,10:50:09,50.21,0cm,old,9
2017-07-12,10:50:10,50.21,0cm,old,9
2017-07-12,10:50:11,50.21,0cm,old,9
2017-07-12,10:50:12,50.21,0cm,old,9
2017-07-12,10:50:13,50.21,0cm,old,9
2017-07-12,10:50:14,50.21,0cm,old,9
2017-07-12,10:50:15,50.21,0cm,old,9
2017-07-12,10:50:16,50.21,0cm,old,9
2017-07-12,10:50:17,50.21,0cm,old,9
2017-07-12,10:50:18,50.21,0cm,old,9
2017-07-12,10:50:19,50.21,0cm,old,9
2017-07-12,10:50:20,50.21,0cm,old,9
2017-07-12,10:50:21,50.21,0cm,old,9
2017-07-12,10:50:22,50.21,0cm,old,9
2017-07-12,10:50:23,50.21,0cm,old,9
2017-07-12,10:50:24,50.21,0cm,old,9
2017-07-12,10:50:25,50.21,0cm,old,9
2017-07-12,10:50:26,50.21,0cm,old,9
2017-07-12,10:50:27,50.21,0cm,old,9
2017-07-12,10:50:28,50.21,0cm,old,9
2017-07-12,10:50:29,50.21,0cm,old,9
2017-07-12,10:50:30,50.21,0cm,old,9
2017-07-12,10:21:40,28.67,25cm,old,9
2017-07-12,10:21:41,28.67,25cm,old,9
2017-07-12,10:21:42,28.67,25cm,old,9
2017-07-12,10:21:43,28.67,25cm,old,9
2017-07-12,10:21:44,28.67,25cm,old,9
2017-07-12,10:21:45,28.67,25cm,old,9
2017-07-12,10:21:46,28.67,25cm,old,9
2017-07-12,10:21:47,28.67,25cm,old,9
2017-07-12,10:21:48,28.67,25cm,old,9
2017-07-12,10:21:49,28.67,25cm,old,9
2017-07-12,10:21:50,28.67,25cm,old,9
2017-07-12,10:21:51,28.67,25cm,old,9
2017-07-12,10:21:52,28.67,25cm,old,9
2017-07-12,10:21:53,28.67,25cm,old,9
2017-07-12,10:21:54,28.67,25cm,old,9
2017-07-12,10:21:55,28.67,25cm,old,9
2017-07-12,10:21:56,29.01,25cm,old,9
2017-07-12,10:21:57,29.01,25cm,old,9
2017-07-12,10:21:58,29.01,25cm,old,9
2017-07-12,10:21:59,29.01,25cm,old,9
2017-07-12,10:22:00,29.01,25cm,old,9
2017-07-12,10:22:01,29.01,25cm,old,9
2017-07-12,10:22:02,29.34,25cm,old,9
2017-07-12,10:22:03,29.01,25cm,old,9
2017-07-12,10:22:04,29.01,25cm,old,9
2017-07-12,10:22:05,29.01,25cm,old,9
2017-07-12,10:22:06,29.01,25cm,old,9
2017-07-12,10:22:07,29.01,25cm,old,9
2017-07-12,10:22:08,29.01,25cm,old,9
2017-07-12,10:22:09,29.01,25cm,old,9
2017-07-12,10:22:10,29.01,25cm,old,9
2017-07-12,10:22:11,29.34,25cm,old,9
2017-07-12,10:22:12,29.01,25cm,old,9
2017-07-12,10:22:13,29.01,25cm,old,9
2017-07-12,10:22:14,29.01,25cm,old,9
2017-07-12,10:22:15,29.01,25cm,old,9
2017-07-12,10:22:16,29.34,25cm,old,9
2017-07-12,10:22:17,29.34,25cm,old,9
2017-07-12,10:22:18,29.34,25cm,old,9
2017-07-12,10:22:19,29.34,25cm,old,9
2017-07-12,10:22:20,29.34,25cm,old,9
2017-07-12,10:22:21,29.01,25cm,old,9
2017-07-12,10:22:22,29.34,25cm,old,9
2017-07-12,10:22:23,29.34,25cm,old,9
2017-07-12,10:22:24,29.34,25cm,old,9
2017-07-12,10:22:25,29.34,25cm,old,9
2017-07-12,10:22:26,29.34,25cm,old,9
2017-07-12,10:22:27,29.34,25cm,old,9
2017-07-12,10:22:28,29.34,25cm,old,9
2017-07-12,10:22:29,29.34,25cm,old,9
2017-07-12,10:22:30,29.34,25cm,old,9
2017-07-12,10:22:31,29.34,25cm,old,9
2017-07-12,10:22:32,29.34,25cm,old,9
2017-07-12,10:22:33,29.34,25cm,old,9
2017-07-12,10:22:34,29.67,25cm,old,9
2017-07-12,10:22:35,29.34,25cm,old,9
2017-07-12,10:22:36,29.67,25cm,old,9
2017-07-12,10:22:37,29.67,25cm,old,9
2017-07-12,10:22:38,29.67,25cm,old,9
2017-07-12,10:22:39,29.67,25cm,old,9
2017-07-12,10:22:40,29.67,25cm,old,9
2017-07-12,10:22:41,29.67,25cm,old,9
2017-07-12,10:22:42,29.67,25cm,old,9
2017-07-12,10:22:43,29.67,25cm,old,9
2017-07-12,10:22:44,29.67,25cm,old,9
2017-07-12,10:22:45,29.67,25cm,old,9
2017-07-12,10:22:46,29.67,25cm,old,9
2017-07-12,10:22:47,29.67,25cm,old,9
2017-07-12,10:22:48,30.01,25cm,old,9
2017-07-12,10:22:49,30.01,25cm,old,9
2017-07-12,10:22:50,30.01,25cm,old,9
2017-07-12,10:22:51,30.01,25cm,old,9
2017-07-12,10:22:52,30.01,25cm,old,9
2017-07-12,10:22:53,30.01,25cm,old,9
2017-07-12,10:22:54,30.01,25cm,old,9
2017-07-12,10:22:55,29.67,25cm,old,9
2017-07-12,10:22:56,30.01,25cm,old,9
2017-07-12,10:22:57,29.67,25cm,old,9
2017-07-12,10:22:58,30.01,25cm,old,9
2017-07-12,10:22:59,30.01,25cm,old,9
2017-07-12,10:23:00,30.01,25cm,old,9
2017-07-12,10:23:01,29.67,25cm,old,9
2017-07-12,10:23:02,29.67,25cm,old,9
2017-07-12,10:23:03,29.67,25cm,old,9
2017-07-12,10:23:04,29.67,25cm,old,9
2017-07-12,10:23:05,29.67,25cm,old,9
2017-07-12,10:23:06,29.67,25cm,old,9
2017-07-12,10:23:07,29.67,25cm,old,9
2017-07-12,10:23:08,29.67,25cm,old,9
2017-07-12,10:23:09,30.01,25cm,old,9
2017-07-12,10:23:10,30.01,25cm,old,9
2017-07-12,10:23:11,30.01,25cm,old,9
2017-07-12,10:23:12,30.34,25cm,old,9
2017-07-12,10:23:13,30.34,25cm,old,9
2017-07-12,10:23:14,30.34,25cm,old,9
2017-07-12,10:23:15,30.34,25cm,old,9
2017-07-12,10:23:16,30.34,25cm,old,9
2017-07-12,10:23:17,30.68,25cm,old,9
2017-07-12,10:23:18,30.68,25cm,old,9
2017-07-12,10:23:19,30.34,25cm,old,9
2017-07-12,10:23:20,30.34,25cm,old,9
2017-07-12,10:23:21,30.01,25cm,old,9
2017-07-12,10:23:22,30.01,25cm,old,9
2017-07-12,10:23:23,30.01,25cm,old,9
2017-07-12,10:23:24,30.01,25cm,old,9
2017-07-12,10:23:25,30.01,25cm,old,9
2017-07-12,10:23:26,30.34,25cm,old,9
2017-07-12,10:23:27,31.01,25cm,old,9
2017-07-12,10:23:28,31.68,25cm,old,9
2017-07-12,10:23:29,32.68,25cm,old,9
2017-07-12,10:23:30,34.01,25cm,old,9
2017-07-12,10:23:31,37,25cm,old,9
2017-07-12,10:23:32,39.99,25cm,old,9
2017-07-12,10:23:33,43.3,25cm,old,9
2017-07-12,10:23:34,46.26,25cm,old,9
2017-07-12,10:23:35,49.56,25cm,old,9
2017-07-12,10:23:36,51.85,25cm,old,9
2017-07-12,10:23:37,54.15,25cm,old,9
2017-07-12,10:23:38,55.79,25cm,old,9
2017-07-12,10:23:39,56.12,25cm,old,9
2017-07-12,10:23:40,56.77,25cm,old,9
2017-07-12,10:23:41,60.37,25cm,old,9
2017-07-12,10:23:42,62.33,25cm,old,9
2017-07-12,10:23:43,62.98,25cm,old,9
2017-07-12,10:23:44,66.89,25cm,old,9
2017-07-12,10:23:45,72.76,25cm,old,9
2017-07-12,10:23:46,79.6,25cm,old,9
2017-07-12,10:23:47,87.75,25cm,old,9
2017-07-12,10:23:48,97.23,25cm,old,9
2017-07-12,10:23:49,105.76,25cm,old,9
2017-07-12,10:23:50,312.21,25cm,old,9
2017-07-12,10:23:51,466.63,25cm,old,9
2017-07-12,10:23:52,515.65,25cm,old,9
2017-07-12,10:23:53,599.99,25cm,old,9
2017-07-12,10:23:54,739.78,25cm,old,9
2017-07-12,10:23:55,666.57,25cm,old,9
2017-07-12,10:23:56,669.79,25cm,old,9
2017-07-12,10:23:57,794.94,25cm,old,9
2017-07-12,10:23:58,908.8,25cm,old,9
2017-07-12,10:23:59,988.74,25cm,old,9
2017-07-12,10:24:00,947.36,25cm,old,9
2017-07-12,10:24:01,880.38,25cm,old,9
2017-07-12,10:24:02,846.8,25cm,old,9
2017-07-12,10:24:03,783.72,25cm,old,9
2017-07-12,10:24:04,806.52,25cm,old,9
2017-07-12,10:24:05,802.88,25cm,old,9
2017-07-12,10:24:06,755.47,25cm,old,9
2017-07-12,10:24:07,798.58,25cm,old,9
2017-07-12,10:24:08,782.08,25cm,old,9
2017-07-12,10:24:09,747.95,25cm,old,9
2017-07-12,10:24:10,755.47,25cm,old,9
2017-07-12,10:24:11,805.53,25cm,old,9
2017-07-12,10:24:12,833.78,25cm,old,9
2017-07-12,10:24:13,817.47,25cm,old,9
2017-07-12,10:24:14,836.11,25cm,old,9
2017-07-12,10:24:15,855.84,25cm,old,9
2017-07-12,10:24:16,810.5,25cm,old,9
2017-07-12,10:24:17,754.49,25cm,old,9
2017-07-12,10:24:18,747.95,25cm,old,9
2017-07-12,10:24:19,673.65,25cm,old,9
2017-07-12,10:24:20,659.17,25cm,old,9
2017-07-12,10:24:21,685.9,25cm,old,9
2017-07-12,10:24:22,715.04,25cm,old,9
2017-07-12,10:24:23,706.93,25cm,old,9
2017-07-12,10:24:24,782.41,25cm,old,9
2017-07-12,10:24:25,765.96,25cm,old,9
2017-07-12,10:24:26,770.23,25cm,old,9
2017-07-12,10:24:27,783.06,25cm,old,9
2017-07-12,10:24:28,803.54,25cm,old,9
2017-07-12,10:24:29,891.86,25cm,old,9
2017-07-12,10:24:30,666.89,25cm,old,9
2017-07-12,10:24:31,604.13,25cm,old,9
2017-07-12,10:24:32,675.26,25cm,old,9
2017-07-12,10:24:33,525.52,25cm,old,9
2017-07-12,10:24:34,683.65,25cm,old,9
2017-07-12,10:24:35,590.75,25cm,old,9
2017-07-12,10:24:36,643.77,25cm,old,9
2017-07-12,10:24:37,763.01,25cm,old,9
2017-07-12,10:24:38,724.79,25cm,old,9
2017-07-12,10:24:39,803.21,25cm,old,9
2017-07-12,10:24:40,732.93,25cm,old,9
2017-07-12,10:24:41,651.47,25cm,old,9
2017-07-12,10:24:42,553.51,25cm,old,9
2017-07-12,10:24:43,567.19,25cm,old,9
2017-07-12,10:24:44,634.16,25cm,old,9
2017-07-12,10:24:45,693.66,25cm,old,9
2017-07-12,10:24:46,782.41,25cm,old,9
2017-07-12,10:24:47,825.12,25cm,old,9
2017-07-12,10:24:48,697.86,25cm,old,9
2017-07-12,10:24:49,583.1,25cm,old,9
2017-07-12,10:24:50,469.5,25cm,old,9
2017-07-12,10:24:51,428.98,25cm,old,9
2017-07-12,10:24:52,406.24,25cm,old,9
2017-07-12,10:24:53,481.93,25cm,old,9
2017-07-12,10:24:54,480.65,25cm,old,9
2017-07-12,10:24:55,515.96,25cm,old,9
2017-07-12,10:24:56,598.39,25cm,old,9
2017-07-12,10:24:57,562.1,25cm,old,9
2017-07-12,10:24:58,637.36,25cm,old,9
2017-07-12,10:24:59,450.05,25cm,old,9
2017-07-12,10:25:00,352.77,25cm,old,9
2017-07-12,10:25:01,313.18,25cm,old,9
2017-07-12,10:25:02,270.55,25cm,old,9
2017-07-12,10:25:03,241.29,25cm,old,9
2017-07-12,10:25:04,236.93,25cm,old,9
2017-07-12,10:25:05,235.59,25cm,old,9
2017-07-12,10:25:06,221.8,25cm,old,9
2017-07-12,10:25:07,219.44,25cm,old,9
2017-07-12,10:25:08,231.9,25cm,old,9
2017-07-12,10:25:09,227.19,25cm,old,9
2017-07-12,10:25:10,200.16,25cm,old,9
2017-07-12,10:25:11,270.55,25cm,old,9
2017-07-12,10:25:12,308.62,25cm,old,9
2017-07-12,10:25:13,306.99,25cm,old,9
2017-07-12,10:25:14,259.62,25cm,old,9
2017-07-12,10:25:15,245.63,25cm,old,9
2017-07-12,10:25:16,270.88,25cm,old,9
2017-07-12,10:25:17,470.45,25cm,old,9
2017-07-12,10:25:18,467.9,25cm,old,9
2017-07-12,10:25:19,561.78,25cm,old,9
2017-07-12,10:25:20,504.17,25cm,old,9
2017-07-12,10:25:21,528.38,25cm,old,9
2017-07-12,10:25:22,475.87,25cm,old,9
2017-07-12,10:25:23,443.35,25cm,old,9
2017-07-12,10:25:24,569.1,25cm,old,9
2017-07-12,10:25:25,585.33,25cm,old,9
2017-07-12,10:25:26,622.01,25cm,old,9
2017-07-12,10:25:27,667.53,25cm,old,9
2017-07-12,10:25:28,646.01,25cm,old,9
2017-07-12,10:25:29,611.79,25cm,old,9
2017-07-12,10:25:30,660.78,25cm,old,9
2017-07-12,10:25:31,728.37,25cm,old,9
2017-07-12,10:25:32,685.26,25cm,old,9
2017-07-12,10:25:33,587.88,25cm,old,9
2017-07-12,10:25:34,467.9,25cm,old,9
2017-07-12,10:25:35,448.77,25cm,old,9
2017-07-12,10:25:36,357.62,25cm,old,9
2017-07-12,10:25:37,281.44,25cm,old,9
2017-07-12,10:25:38,274.85,25cm,old,9
2017-07-12,10:25:39,257.96,25cm,old,9
2017-07-12,10:25:40,247.97,25cm,old,9
2017-07-12,10:25:41,256.63,25cm,old,9
2017-07-12,10:25:42,232.91,25cm,old,9
2017-07-12,10:25:43,200.16,25cm,old,9
2017-07-12,10:25:44,186.94,25cm,old,9
2017-07-12,10:25:45,177.78,25cm,old,9
2017-07-12,10:25:46,171.67,25cm,old,9
2017-07-12,10:25:47,180.83,25cm,old,9
2017-07-12,10:25:48,190.67,25cm,old,9
2017-07-12,10:25:49,175.4,25cm,old,9
2017-07-12,10:25:50,163.55,25cm,old,9
2017-07-12,10:25:51,153.41,25cm,old,9
2017-07-12,10:25:52,166.59,25cm,old,9
2017-07-12,10:25:53,158.81,25cm,old,9
2017-07-12,10:25:54,168.62,25cm,old,9
2017-07-12,10:25:55,162.53,25cm,old,9
2017-07-12,10:25:56,168.96,25cm,old,9
2017-07-12,10:25:57,159.83,25cm,old,9
2017-07-12,10:25:58,156.79,25cm,old,9
2017-07-12,10:25:59,140.3,25cm,old,9
2017-07-12,10:26:00,121.62,25cm,old,9
2017-07-12,10:26:01,112.02,25cm,old,9
2017-07-12,10:26:02,111.03,25cm,old,9
2017-07-12,10:26:03,105.11,25cm,old,9
2017-07-12,10:26:04,99.53,25cm,old,9
2017-07-12,10:26:05,95.92,25cm,old,9
2017-07-12,10:26:06,112.68,25cm,old,9
2017-07-12,10:26:07,306.99,25cm,old,9
2017-07-12,10:26:08,291.29,25cm,old,9
2017-07-12,10:26:09,282.42,25cm,old,9
2017-07-12,10:26:10,245.63,25cm,old,9
2017-07-12,10:26:11,230.22,25cm,old,9
2017-07-12,10:26:12,257.3,25cm,old,9
2017-07-12,10:26:13,242.29,25cm,old,9
2017-07-12,10:26:14,238.27,25cm,old,9
2017-07-12,10:26:15,249.97,25cm,old,9
2017-07-12,10:26:16,229.88,25cm,old,9
2017-07-12,10:26:17,212.69,25cm,old,9
2017-07-12,10:26:18,187.61,25cm,old,9
2017-07-12,10:26:19,235.59,25cm,old,9
2017-07-12,10:26:20,206.6,25cm,old,9
2017-07-12,10:26:21,208.29,25cm,old,9
2017-07-12,10:26:22,208.97,25cm,old,9
2017-07-12,10:26:23,197.45,25cm,old,9
2017-07-12,10:26:24,222.14,25cm,old,9
2017-07-12,10:26:25,219.78,25cm,old,9
2017-07-12,10:26:26,233.58,25cm,old,9
2017-07-12,10:26:27,206.6,25cm,old,9
2017-07-12,10:26:28,179.81,25cm,old,9
2017-07-12,10:26:29,163.55,25cm,old,9
2017-07-12,10:26:30,150.38,25cm,old,9
2017-07-12,10:26:31,139.96,25cm,old,9
2017-07-12,10:26:32,132.27,25cm,old,9
2017-07-12,10:26:33,147.69,25cm,old,9
2017-07-12,10:26:34,137.62,25cm,old,9
2017-07-12,10:26:35,133.94,25cm,old,9
2017-07-12,10:26:36,126.94,25cm,old,9
2017-07-12,10:26:37,116.32,25cm,old,9
2017-07-12,10:26:38,107.41,25cm,old,9
2017-07-12,10:26:39,107.74,25cm,old,9
2017-07-12,10:26:40,100.51,25cm,old,9
2017-07-12,10:26:41,102.15,25cm,old,9
2017-07-12,10:26:42,101.17,25cm,old,9
2017-07-12,10:26:43,104.78,25cm,old,9
2017-07-12,10:26:44,142.31,25cm,old,9
2017-07-12,10:26:45,141.64,25cm,old,9
2017-07-12,10:26:46,140.3,25cm,old,9
2017-07-12,10:26:47,138.96,25cm,old,9
2017-07-12,10:26:48,137.28,25cm,old,9
2017-07-12,10:26:49,134.94,25cm,old,9
2017-07-12,10:26:50,133.6,25cm,old,9
2017-07-12,10:26:51,131.6,25cm,old,9
2017-07-12,10:26:52,130.27,25cm,old,9
2017-07-12,10:26:53,128.6,25cm,old,9
2017-07-12,10:26:54,126.6,25cm,old,9
2017-07-12,10:26:55,125.27,25cm,old,9
2017-07-12,10:26:56,123.28,25cm,old,9
2017-07-12,10:26:57,121.62,25cm,old,9
2017-07-12,10:26:58,120.29,25cm,old,9
2017-07-12,10:26:59,119.3,25cm,old,9
2017-07-12,10:27:00,117.64,25cm,old,9
2017-07-12,10:27:01,116.32,25cm,old,9
2017-07-12,10:27:02,114.33,25cm,old,9
2017-07-12,10:27:03,112.68,25cm,old,9
2017-07-12,10:27:04,111.69,25cm,old,9
2017-07-12,10:27:05,110.37,25cm,old,9
2017-07-12,10:27:06,109.06,25cm,old,9
2017-07-12,10:27:07,107.74,25cm,old,9
2017-07-12,10:27:08,107.08,25cm,old,9
2017-07-12,10:27:09,105.76,25cm,old,9
2017-07-12,10:27:10,105.43,25cm,old,9
2017-07-12,10:27:11,104.45,25cm,old,9
2017-07-12,10:27:12,103.13,25cm,old,9
