date,status,logger_id,minutes_above_85,minutes_bw_75_85,minutes_below_75,days
2019-07-23,invaded,06,1440,NA,NA,41
2019-07-23,invaded,07,1440,NA,NA,41
2019-07-23,invaded,08,1060,380,NA,41
2019-07-23,invaded,11,1440,NA,NA,41
2019-07-23,invaded,15,1440,NA,NA,41
2019-07-23,invaded,16,1440,NA,NA,41
2019-07-23,invaded,20,1440,NA,NA,41
2019-07-23,invaded,23,1440,NA,NA,41
2019-07-23,native,01,1420,20,NA,41
2019-07-23,native,02,1125,315,NA,41
2019-07-23,native,04,1440,NA,NA,41
2019-07-23,native,10,1380,60,NA,41
2019-07-23,native,12,1440,NA,NA,41
2019-07-23,native,21,1440,NA,NA,41
2019-07-23,native,24,1245,195,NA,41
2019-07-24,invaded,03,1440,NA,NA,42
2019-07-24,invaded,06,1440,NA,NA,42
2019-07-24,invaded,07,1440,NA,NA,42
2019-07-24,invaded,08,1440,NA,NA,42
2019-07-24,invaded,11,1440,NA,NA,42
2019-07-24,invaded,15,1440,NA,NA,42
2019-07-24,invaded,16,1440,NA,NA,42
2019-07-24,invaded,20,1440,NA,NA,42
2019-07-24,invaded,23,1440,NA,NA,42
2019-07-24,native,01,1440,NA,NA,42
2019-07-24,native,02,1385,55,NA,42
2019-07-24,native,04,1440,NA,NA,42
2019-07-24,native,10,1440,NA,NA,42
2019-07-24,native,12,1440,NA,NA,42
2019-07-24,native,21,1440,NA,NA,42
2019-07-24,native,24,195,1245,NA,42
2019-07-25,invaded,03,1440,NA,NA,43
2019-07-25,invaded,06,1440,NA,NA,43
2019-07-25,invaded,07,1440,NA,NA,43
2019-07-25,invaded,08,1440,NA,NA,43
2019-07-25,invaded,11,1440,NA,NA,43
2019-07-25,invaded,15,1440,NA,NA,43
2019-07-25,invaded,16,1440,NA,NA,43
2019-07-25,invaded,20,1440,NA,NA,43
2019-07-25,invaded,23,1440,NA,NA,43
2019-07-25,native,01,1440,NA,NA,43
2019-07-25,native,02,1105,205,130,43
2019-07-25,native,04,1440,NA,NA,43
2019-07-25,native,10,1440,NA,NA,43
2019-07-25,native,12,1435,5,NA,43
2019-07-25,native,21,1440,NA,NA,43
2019-07-26,invaded,03,1245,190,NA,44
2019-07-26,invaded,06,1420,20,NA,44
2019-07-26,invaded,07,1440,NA,NA,44
2019-07-26,invaded,08,1290,145,NA,44
2019-07-26,invaded,11,1440,NA,NA,44
2019-07-26,invaded,15,1440,NA,NA,44
2019-07-26,invaded,16,1440,NA,NA,44
2019-07-26,invaded,20,1440,NA,NA,44
2019-07-26,invaded,23,1440,NA,NA,44
2019-07-26,native,01,1440,NA,NA,44
2019-07-26,native,02,1075,175,190,44
2019-07-26,native,04,1440,NA,NA,44
2019-07-26,native,10,1440,NA,NA,44
2019-07-26,native,12,1440,NA,NA,44
2019-07-26,native,21,1365,NA,NA,44
2019-07-27,invaded,03,1120,220,100,45
2019-07-27,invaded,06,1350,90,NA,45
2019-07-27,invaded,07,760,NA,NA,45
2019-07-27,invaded,11,1440,NA,NA,45
2019-07-27,invaded,15,1440,NA,NA,45
2019-07-27,invaded,16,1440,NA,NA,45
2019-07-27,invaded,20,1440,NA,NA,45
2019-07-27,invaded,23,1440,NA,NA,45
2019-07-27,native,01,1435,5,NA,45
2019-07-27,native,02,1040,95,300,45
2019-07-27,native,04,1425,15,NA,45
2019-07-27,native,10,1165,275,NA,45
2019-07-27,native,12,1440,NA,NA,45
2019-07-27,native,21,1430,NA,NA,45
2019-07-28,invaded,03,1020,170,250,46
2019-07-28,invaded,06,1205,185,50,46
2019-07-28,invaded,07,1235,NA,NA,46
2019-07-28,invaded,08,115,1325,NA,46
2019-07-28,invaded,11,1440,NA,NA,46
2019-07-28,invaded,15,1440,NA,NA,46
2019-07-28,invaded,16,1440,NA,NA,46
2019-07-28,invaded,20,1440,NA,NA,46
2019-07-28,invaded,23,1440,NA,NA,46
2019-07-28,native,01,1280,160,NA,46
2019-07-28,native,02,955,115,370,46
2019-07-28,native,04,1435,5,NA,46
2019-07-28,native,10,985,210,245,46
2019-07-28,native,12,1375,65,NA,46
2019-07-28,native,21,1345,95,NA,46
2019-07-28,native,24,15,315,1110,46
2019-07-29,invaded,03,980,215,245,47
2019-07-29,invaded,06,1115,185,140,47
2019-07-29,invaded,07,1440,NA,NA,47
2019-07-29,invaded,08,400,1040,NA,47
2019-07-29,invaded,11,1440,NA,NA,47
2019-07-29,invaded,15,1440,NA,NA,47
2019-07-29,invaded,16,1440,NA,NA,47
2019-07-29,invaded,20,1440,NA,NA,47
2019-07-29,invaded,23,1440,NA,NA,47
2019-07-29,native,01,1330,110,NA,47
2019-07-29,native,02,915,180,345,47
2019-07-29,native,04,1245,195,NA,47
2019-07-29,native,10,1295,80,65,47
2019-07-29,native,12,1115,275,50,47
2019-07-29,native,21,1405,35,NA,47
2019-07-29,native,24,25,710,705,47
2019-07-30,invaded,03,950,230,260,48
2019-07-30,invaded,06,1205,160,75,48
2019-07-30,invaded,07,1440,NA,NA,48
2019-07-30,invaded,08,1210,230,NA,48
2019-07-30,invaded,11,1440,NA,NA,48
2019-07-30,invaded,15,1440,NA,NA,48
2019-07-30,invaded,16,1440,NA,NA,48
2019-07-30,invaded,20,1440,NA,NA,48
2019-07-30,invaded,23,1440,NA,NA,48
2019-07-30,native,01,1180,245,15,48
2019-07-30,native,02,925,165,350,48
2019-07-30,native,04,1085,315,40,48
2019-07-30,native,05,45,95,65,48
2019-07-30,native,10,955,235,250,48
2019-07-30,native,12,1170,240,30,48
2019-07-30,native,21,1165,275,NA,48
2019-07-30,native,24,150,690,600,48
2019-07-31,invaded,03,940,210,290,49
2019-07-31,invaded,06,1295,145,NA,49
2019-07-31,invaded,07,1440,NA,NA,49
2019-07-31,invaded,08,1440,NA,NA,49
2019-07-31,invaded,11,1440,NA,NA,49
2019-07-31,invaded,15,1440,NA,NA,49
2019-07-31,invaded,16,1435,5,NA,49
2019-07-31,invaded,20,1440,NA,NA,49
2019-07-31,invaded,23,1440,NA,NA,49
2019-07-31,native,01,1435,5,NA,49
2019-07-31,native,02,920,165,350,49
2019-07-31,native,04,1225,200,15,49
2019-07-31,native,05,330,60,185,49
2019-07-31,native,10,1180,120,135,49
2019-07-31,native,12,1260,175,5,49
2019-07-31,native,21,1440,NA,NA,49
2019-07-31,native,24,185,375,880,49
2019-08-01,invaded,03,1045,190,205,50
2019-08-01,invaded,06,1315,125,NA,50
2019-08-01,invaded,07,1440,NA,NA,50
2019-08-01,invaded,08,820,620,NA,50
2019-08-01,invaded,11,1440,NA,NA,50
2019-08-01,invaded,15,1440,NA,NA,50
2019-08-01,invaded,16,1440,NA,NA,50
2019-08-01,invaded,20,1440,NA,NA,50
2019-08-01,invaded,23,1440,NA,NA,50
2019-08-01,native,01,1440,NA,NA,50
2019-08-01,native,02,1005,195,240,50
2019-08-01,native,04,1050,270,120,50
2019-08-01,native,05,255,80,350,50
2019-08-01,native,10,1410,30,NA,50
2019-08-01,native,12,1225,210,5,50
2019-08-01,native,21,1440,NA,NA,50
2019-08-01,native,24,190,690,555,50
